Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
com.axionenergy.on,100,1,es,baffin,2023-04-05T01:58:30Z,1.68066E+12,2023-04-05T01:58:30Z,1.68066E+12,1,,No se puede suscribir.no deja fecha nacimiento,2023-04-06T22:09:15Z,1.68082E+12,"Hola ruben suarez, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=fef0dde3-f73b-4807-944f-9b495fa33aa0&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,xpeng,2023-04-05T21:07:07Z,1.68073E+12,2023-04-05T21:07:07Z,1.68073E+12,1,,Es un engañó me lo ofrecieron diciendo que en la primera carga tenía un descuento del 15% así que cuando tengas que llenar el tanque aprovecha la promo y descarga la aplicación. Resulta que cuando hago la primera carga me doy cuenta que tiene un tope de 600 pesos. Osea que corresponde a una carga de 4000 pesos. En un tanque de 50 litros es nada. Publicidad fraudulenta. Perdieron un cliente,2023-04-06T22:12:57Z,1.68082E+12,"Hola mariano santillan, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. El descuento de Bienvenida es del 15% para naftas o diésel con tope de $600. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=14114e62-22f8-4c3d-a1b6-595ec166a81d&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,gta7litewifi,2023-04-05T21:23:29Z,1.68073E+12,2023-04-05T21:23:29Z,1.68073E+12,5,,BUENA,2023-04-06T22:12:11Z,1.68082E+12,"Hola paola jares, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Hay muchos beneficios y están geolocalizados para que puedas disfrutarlos dependiendo en qué parte del país te encuentres. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=170f2cf6-4da7-47d2-932a-0cbd6c83b29c&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,rhode,2023-04-05T22:14:29Z,1.68073E+12,2023-04-05T22:14:29Z,1.68073E+12,1,,"La verdad me descargue la aplicación por recomendación en la sucursal de Maschwitz,zona norte.Ya que voy seguido a cargar nafta y me ofrecieron la oportunidad de tenerlo por los beneficios que brinda. Cuando me registro y hago todo los pasos,voy a la sucursal para utilizar el beneficio por primera vez con el 15% de descuento,quiero usarlo y el playero que entiendo que no es su culpa sino algo de la empresa.Me comenta que no se está usando porque no se sabe que problema interno hay.👎👎",2023-04-12T20:38:58Z,1.68133E+12,"Hola Florencia Capua, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=198994de-aceb-44ba-bf82-01b8b6f09a30&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,rhode,2023-04-05T23:06:54Z,1.68074E+12,2023-04-05T23:06:54Z,1.68074E+12,4,,,,,,
com.axionenergy.on,100,1,es,Faraday,2023-04-06T00:04:40Z,1.68074E+12,2023-04-06T00:04:40Z,1.68074E+12,1,,No puedo ingresar los datos de registro!!!,2023-04-06T22:14:18Z,1.68082E+12,"Hola Cesar Perez, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=2b74e7b0-b052-44b8-8d3e-2693146819ef&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,a52q,2023-04-06T12:31:42Z,1.68078E+12,2023-04-06T12:31:42Z,1.68078E+12,1,,No me permite ingresar y tampoco cambiar la contraseña ya que informa que el mail no corresponde. A dónde me tengo que comuypara solucionar este inconveniente,2023-04-06T22:15:42Z,1.68082E+12,"Hola albornoz maximiliano, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=d827aadb-fd01-4955-90a1-de686ea481d9&corpus=PUBLIC_REVIEWS
com.axionenergy.on,,,es,g0q,2023-04-06T12:31:52Z,1.68078E+12,2023-04-06T12:31:52Z,1.68078E+12,1,,Un desastre!!!!,2023-04-06T22:16:10Z,1.68082E+12,"Hola Cristina Rodriguez, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Tendremos en cuenta tu comentario y esperamos que nos sigas acompañando. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=7a86cc2f-7535-414d-951f-254d5e69348d&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,t2s,2023-04-06T19:57:51Z,1.68081E+12,2023-04-06T19:57:51Z,1.68081E+12,1,,"no es una app, es más bien una visualización de una web con forma de app... pero funciona HORRIBLE super inentendible, super lenta y poco intuitiva y para peor no es una app desarrollada sino como dije antes una especia de máscara que en realidad en el fondo es una simple web corriendo! malisima",2023-04-06T22:16:46Z,1.68082E+12,"Hola kevin schmidt, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Tendremos en cuenta tu comentario y esperamos que nos sigas acompañando. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=8cf728a2-c842-4ddb-b2bf-961b4901207f&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,a10s,2023-03-17T10:39:00Z,1.67905E+12,2023-04-06T20:02:45Z,1.68081E+12,3,,"Finalmente pude crear mí registro. Pero a pesar de guardar mis credenciales hasta con la huella dactilar, cada vez que inicio la app debo loguearme cómo la primera vez. Sacando eso la app está buena",2023-04-06T19:52:25Z,1.68081E+12,"Hola Augusto, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte con tu registro. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=62f31649-558a-468d-aafe-9b6a06cd9cb3&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,cypfq,2023-04-06T21:01:03Z,1.68081E+12,2023-04-06T21:01:03Z,1.68081E+12,3,,"La app tiene muchos problemas para loguearse no recuerda las contraseñas, y a veces ni siquiera las reconoce y da error",2023-04-06T22:41:56Z,1.68082E+12,"Hola Sebastian Riganti, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app, próximamente incorporaremos el reconocimiento facial. Por favor llamanos al 0800-888-0282 para ayudarte con tu registro. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=3e5ca08e-2b39-4423-abd6-6e1bb76ed2b3&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,,2023-04-06T21:17:25Z,1.68082E+12,2023-04-06T21:20:05Z,1.68082E+12,2,,"no pude completar el registro, no puedo avanzar a la tercer pantalla, para encontrar como poner la fecha de nacimiento me llevó un montón, demasiadas vueltas para un registro, encima no pude aprovechar el descuento. Mala experiencia",2023-04-06T22:43:25Z,1.68082E+12,"Hola Jorge Georgy, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Tendremos en cuenta tu comentario y esperamos que nos sigas acompañando. Ante cualquier consulta, no dudes en llamarnos al 0800-888-0282 para poder ayudarte. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=59816524-65a6-4b95-8443-11ff523d2493&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,a53x,2023-03-29T23:36:26Z,1.68013E+12,2023-04-06T22:40:53Z,1.68082E+12,1,,"Funciona pésimo. Loguearse cada ingreso, no aparecen los cupones. Un desastre Ahora después de 3 cargas sumando puntos, ninguna fue acreditada. No se si seguir usándola, uno se toma el tiempo para sumar puntos y no suma nada",2023-04-06T21:29:03Z,1.68082E+12,"Hola Gustavo Castillo, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Tendremos en cuenta tu comentario y esperamos que nos sigas acompañando. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=d219d997-8f6a-44c2-8260-57e720f4103a&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,dm3q,2023-04-06T22:43:40Z,1.68082E+12,2023-04-06T22:43:40Z,1.68082E+12,1,,Siempre te pone que hay un error.,2023-04-06T22:58:26Z,1.68082E+12,"Hola Maxi D_Elia, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Ante cualquier consulta, no dudes en llamarnos al 0800-888-0282 para poder ayudarte. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=90683eb9-0534-4076-9769-05c74148b3ea&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,guamp,2023-03-22T22:27:51Z,1.67952E+12,2023-04-06T23:19:51Z,1.68082E+12,2,,Logré instalarla después de varios días intentando xq tira error ....la uso pero no funciona al 100%,2023-04-06T21:01:29Z,1.68081E+12,"Hola Fabian Saret, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Esperamos nos des otra oportunidad, por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=76c8d4b3-dd11-4042-9f93-90c46d464fcb&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,def,2023-04-07T00:01:26Z,1.68083E+12,2023-04-07T00:01:26Z,1.68083E+12,3,,"Hola me registré, quise iniciar sesión y me dice que está mal y pongo todo correctamente",2023-04-07T03:27:25Z,1.68084E+12,"Hola Diego Z, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=e459944f-f312-4dc7-b363-ff5e305cdd41&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,xpeng,2023-04-07T00:36:23Z,1.68083E+12,2023-04-07T00:40:59Z,1.68083E+12,1,,"Esta app es despreciable, Google debería bajarla de AppStore. Una verdadera vergüenza, te prometen un descuento de 10 o 12 % con un tope de $600 que en un tanque de nafta se traduce en un descuento de la mitad. Despreciable. Nunca vi una aplicación con tan baja calificación!!!",2023-04-07T03:33:45Z,1.68084E+12,"Hola Ismael, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. El descuento de Bienvenida del 15% y el del 10% en QUANTIUM (nafta y diésel) de los Lunes y los Jueves tienen tope de $600, pero el tope del descuento de la 5ta Carga depende del promedio de tus cargas y del nivel dónde te encuentres.Gracias",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=e743cbc7-a16b-4208-99f7-73cd4ffda44f&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,mdh40lm,2023-04-07T01:05:47Z,1.68083E+12,2023-04-07T01:05:47Z,1.68083E+12,1,,Es un desastre la opción de fecha de nacimiento tenés que retroceder en el almanaque cada mes. Además se cuelga antes de terminar de poner los datos,2023-04-07T03:29:56Z,1.68084E+12,"Hola Andres Cetra, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app.Respecto a la fecha de nacimiento, podés hacer clic en el año y seleccionar el año de tu nacimiento sin tener que ir para atrás mes por mes. Por favor comunicate con nosotros al 0800-888-0282 para poder ayudarte con tu registro.Gracias ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=4112371b-8b94-4bfa-b89a-72b0d915a662&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,Cruze_Pro,2023-04-07T01:30:46Z,1.68083E+12,2023-04-07T01:30:46Z,1.68083E+12,4,,"(modificando reseña) ya logré registrarme, muy buenos los descuentos y la metodología para sumar los puntos.",2023-04-07T03:28:27Z,1.68084E+12,"Hola Night Wolf's Airsoft, agradecemos tu mensaje, esperamos que puedas disfrutar de todos los beneficios que tenemos para vos, están geolocalizados para que puedas usarlos dependiendo en qué parte del país te encuentres. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=a224dea5-1e5c-4ae8-8976-b088e7cd0a5f&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,rhode,2023-04-07T16:00:35Z,1.68088E+12,2023-04-07T16:00:35Z,1.68088E+12,2,,Solamente puedo recorrer las 5 opciones de la aplicación. No me deja hacer lo que desee. Me ejecuta solo las pantallas,2023-04-12T20:37:53Z,1.68133E+12,"Hola Cesar Zuñigas, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=51ee968e-a1fa-49dc-b9de-861a063989c0&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,a7y18lte,2023-04-07T20:40:29Z,1.6809E+12,2023-04-07T20:40:29Z,1.6809E+12,1,,Un desastre...no sale de promociones y descuentos. Pongo entendido y vuelve a la primer pantalla. Imposible acceder a cualquier otra cosa,2023-04-10T14:01:35Z,1.68114E+12,"Hola Karina Pichel, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Ante cualquier consulta, no dudes en llamarnos al 0800-888-0282 para poder ayudarte. ¡Gracias!",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=5a303eeb-1975-4b9b-b751-39016a26abcb&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,a13,2023-04-07T21:00:42Z,1.6809E+12,2023-04-07T21:00:42Z,1.6809E+12,3,,,,,,
com.axionenergy.on,100,1,es,mdh35lm,2023-04-04T20:59:38Z,1.68064E+12,2023-04-07T21:57:56Z,1.6809E+12,3,,"Decepcionante, ultima app en entrar de las Petroleras grandes y lejos de la competencia; Da la idea de que ""la sacaron del horno"" antes de tiempo, una lastima porque en vez de sumar le resta a la Empresa.",2023-04-06T22:07:07Z,1.68082E+12,"Hola Fernando A, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Ante cualquier consulta, no dudes en llamarnos al 0800-888-0282 para poder ayudarte. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=1968605b-9fb4-4fdd-aea3-8f7b1ae0c563&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,WVR_sprout,2023-04-07T23:07:02Z,1.68091E+12,2023-04-07T23:07:02Z,1.68091E+12,3,,"La bajé, hice la primera carga que tiene un descuento de 15% con un tope de $600, o sea cargas $ 4000 y listo, en fin, ahora abro la app y hace todo el recorrido explicando la app una y otra vez, o sea se queda en loop, funciona mal y el descuento sería mejor con un tope más elevado ya que en Abril de 2023, cargar 4 mil pesos es nada. Lo digo para que lo reciban como critica constructiva ya que solo cargo en axion porque es el mejor combustible. Saludos!",2023-04-10T14:03:11Z,1.68114E+12,"Hola F T, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. El descuento de Bienvenida del 15% y el del 10% en QUANTIUM (nafta y diésel) de los Lunes y los Jueves tienen tope de $600, pero el tope del descuento de la 5ta Carga depende del promedio de tus cargas y del nivel dónde te encuentres.Gracias",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=d77d3214-3a04-4a7a-9442-fbb4ce2ae2bf&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,a51,2023-04-08T15:46:06Z,1.68097E+12,2023-04-08T15:46:06Z,1.68097E+12,2,,,,,,
com.axionenergy.on,100,1,es,a52q,2023-04-08T18:09:20Z,1.68098E+12,2023-04-08T18:09:20Z,1.68098E+12,2,,"Señores programadores la app tiene una banda de cosas que mejorar! 1. Loguearse debe ser muchísimo más sencillo, con la huella dactilar al menos. 2. Aflojen los pop ups! Cada vez que clickeas te vuelve a mostrar los mismos pop ups una y otra vez. 3. Algo salió mal... la frase que más se repite..",2023-04-10T14:05:17Z,1.68114E+12,"Hola Daiana Orienti, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app, próximamente incorporaremos el reconocimiento facial. Por favor llamanos al 0800-888-0282 para poder ayudarte. ¡Gracias!",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=40d69c19-8917-4c91-be6f-68fee97871cd&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,g0q,2023-04-08T19:49:59Z,1.68098E+12,2023-04-08T19:49:59Z,1.68098E+12,1,,"Funciona mal, se queda rebotando en pop ups. Malísima",2023-04-12T20:37:08Z,1.68133E+12,"Hola Hernan F, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=3fa3faec-8a21-4011-ad1d-490a58afaf1d&corpus=PUBLIC_REVIEWS
com.axionenergy.on,100,1,es,pstar,2023-04-09T04:11:06Z,1.68101E+12,2023-04-09T04:11:06Z,1.68101E+12,1,,Se traba y no me deja hacer absolutamente nada,2023-04-12T20:35:49Z,1.68133E+12,"Hola M. Emilia Montes, agradecemos tu mensaje, estamos trabajando en mejorar la experiencia de usuario en nuestra app. Por favor llamanos al 0800-888-0282 para ayudarte a resolverlo. ¡Gracias! ",http://play.google.com/console/developers/4990580764130084460/app/4975284850460070403/user-feedback/review-details?reviewId=5f74f1ae-685a-4760-b243-d6392ec5ee4b&corpus=PUBLIC_REVIEWS
